departure_delay,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x
-3,46,0,28.91,10,13
-3,45,0,30.39,10,3
-1,69,0,29.85,8,6
22,53,0.01,29.16,2.5,9
-2,61,0,29.01,10,0
-4,53,0,30,10,6
0,75,0,29.89,8,10
-2,51,0,29.04,3,8
-1,59,0,29.18,10,7
-5,60,0,30.27,10,11
-7,47,0,29.96,10,6
-10,37,0.06,29.35,5,18
-4,50,0.02,28.97,1,0
-5,43,0,28.58,10,13
0,71,0,29.5,10,9
0,57,0,30.19,9,11
-3,70,0,30.1,10,7
2,61,0.02,29.12,10,13
-4,60,0,30.29,0.25,0
4,76,0,29.35,6,7
-5,42,0,30.38,10,3
-5,66,0,28.69,10,3
-7,67,0,29.46,5,7
-3,51,0,30.01,9,6
-9,59,0,29.18,10,7
-3,59,0.27,30.21,0.25,0
-5,53,0,30.41,10,7
11,57,0,28.53,0.25,5
-3,63,0,29.17,9,8
-9,53,0,30,10,6
-5,40,0,27.52,10,10
-5,49,0,29.98,10,0
-1,57,0,29.66,10,3
-9,59,0,29.18,10,7
-11,56,0,28.85,7,3
31,71,0,29.93,5,8
0,52,0,29.33,10,5
-4,66,0,28.69,10,3
-11,60,0,30.27,10,11
-3,14,0,24.53,10,3
-6,60,0,28.86,10,8
-7,26,0,26.28,10,7
-1,63,0,29.32,9,3
-3,34,0,27.12,10,3
-3,45,0,28.88,10,5
-4,67,0,30.22,7,0
-5,43,0,29.98,10,6
48,66,0,29.08,10,9
0,75,0,28.7,5,13
-7,29,0,26.92,10,0
-5,45,0.07,29.72,10,10
-3,36,0,24.44,10,7
-10,38,0,29.13,4,8
-14,51,0,30.43,10,8
-7,54,0,30.37,10,11
1,64,0,30.1,2,3
22,43,0,29.1,0.25,7
-2,69,0,29.05,10,11
-12,68,0,29.11,10,13
18,45,0,28.88,10,5
-8,60,0,28.87,10,5
-6,41,0,28.79,10,9
-2,57,0,28.52,0.25,7
-4,72,0,29.73,10,8
-5,73,0,29.53,10,13
-2,52,0,28.52,7,7
-6,76,0,29.35,6,7
-5,64,0,30.19,5,0
0,62,0,29.2,10,8
-3,56,0,28.85,7,3
0,66,0,29.14,10,3
-4,53,0,29.98,10,6
-6,57,0,30.19,9,11
-4,46,0,29.32,8,9
-4,45,0,28.92,10,3
-1,64,0.15,29.74,10,13
-5,65,0,26.93,2,6
-3,57,0,30.19,9,11
11,60,0,30.27,10,11
2,57,0,28.53,0.25,5
-9,45,0.02,29.16,10,8
-1,66,0,29.15,8,3
-7,73,0.04,30.1,4,11
-5,47,0,29.96,10,6
-1,36,0,25.75,10,6
-2,57,0,29.03,10,5
-10,66,0,28.69,10,3
-4,72,0,30.16,10,3
-6,45,0.01,30.17,8,5
0,53,0,28.82,0.25,3
-6,40,0,25.63,10,0
4,36,0,25.63,10,5
5,61,0,27.7,10,23
-3,76,0,30,10,7
-4,66,0,29.59,5,7
-2,64,0,30.1,2,3
-9,42,0.03,28.96,6,13
-4,61,0.02,29.12,10,13
-3,64,0,29.82,10,3
-9,60,0,29.48,10,5
-6,44,0,26.92,2,8
-6,56,0,28.77,6,8
-6,67,0,29.02,10,8
-3,71,0,30.08,0.25,0
-9,70,0,29.1,10,16
12,71,0,29.5,10,9
-8,78,0,29.8,10,17
-12,39,0,29.13,4,9
-4,46,0,28.89,10,15
-6,43,0,29.12,0.25,6
27,26,0.01,24.67,2,8
-1,41,0,28.54,10,5
-8,25,0,26.11,10,0
-3,69,0,30.2,9,0
-5,46,0,30.24,10,3
-6,61,0,27.7,10,23
2,53,0,28.82,0.25,3
-2,56,0,28.85,7,3
-8,59,0,29.18,10,7
-7,27,0,24.99,10,3
-5,69,0,29.06,10,17
-8,39,0.01,25.12,10,0
9,65,0,29.19,10,8
-6,43,0,29.1,0.25,7
-8,66,0,29.26,10,5
-4,64,0,25.98,10,5
-10,78,0,29.77,10,18
-1,52,0,28.5,8,8
-2,59,0,28.97,10,5
0,56,0,28.85,7,3
-11,53,0,30.41,10,7
-8,55,0,29.99,10,7
-6,76,0,29.84,10,10
-7,54,0,29.83,10,3
-5,66,0,29.14,10,3
-10,46,0,29.32,8,9
-4,45,0,30.39,10,3
-1,41,0,28.48,10,8
8,63,0,29.32,9,3
-9,77,0,29.98,9,8
-5,60,0,28.87,10,5
-8,60,0,27.68,10,15
-1,74,0,29.36,6,10
-5,59,0,28.6,10,10
-10,67,0,29.12,10,5
-5,66,0,29.08,10,9
-6,48,0,29.59,10,10
-3,53,0,30,10,6
-4,44,0,29.99,10,5
-6,77,0,30.07,10,8
-8,56,0.02,29.18,5,11
-8,71,0,29.58,9,10
-5,66,0,29.26,10,5
1,74,0,29.36,6,10
0,72,0,30.16,10,3
-6,48,0,29.59,10,10
-4,70,0,29.14,10,0
-12,50,0,29.98,9,7
-1,39,0,29.13,4,9
-6,60,0.07,28.6,6,17
-4,46,0,30.24,10,3
-6,49,0,26.98,10,5
-2,52,0,30.41,10,6
-2,53,0,28.82,0.25,3
0,65,0,29.19,10,8
-4,73,0,30.19,10,3
-11,62,0,29.99,10,3
-7,71,0,30.08,10,6
19,54,0,30.36,10,11
-8,50,0,30.43,10,3
-3,34,0,26.87,10,3
0,53,0.01,29.16,2.5,9
-6,72,0,29.49,10,9
-3,67,0,30.22,7,0
-6,44,0.08,29.49,10,10
-2,63,0,29.23,10,0
-2,69,0,29.06,10,17
-1,37,0,25.77,10,8
-4,76,0.02,30.08,10,13
-2,27,0.02,24.75,10,9
-7,58,0,30.26,0,3
-3,37,0,25.77,10,8
-6,52,0,30.41,10,6
-1,77,0,30.07,10,8
5,64,0,29.82,10,3
-6,68,0,28.95,10,13
-9,42,0,30.38,10,3
-5,44,0.14,29.93,3,8
-7,47,0.15,29.05,2,18
-7,34,0.04,28.82,2,13
-3,67,0,29.02,10,8
-7,46,0,28.89,10,15
-7,60,0,30.28,10,11
-10,53,0,30.41,10,7
-5,58,0,30.18,9,11
-6,73,0,29.23,8,11
-7,36,0,24.44,10,7
-3,64,0,30.19,5,0
-3,53,0,30.41,10,7
-9,72,0,29.49,10,9
-3,78,0,30.02,10,7
-6,51,0,29.22,9,6
27,45,0,28.97,8,5
-10,53,0,29.67,9,3
-10,56,0,28.77,6,8
-10,64,0,29.82,10,3
-10,62,0,29.99,10,3
-8,52,0,30.41,10,6
-10,42,0,30.11,10,6
-13,60,0,28.79,7,7
2,44,0,29.47,10,16
-1,72,0,29.53,10,10
-6,60,0,29.22,10,14
9,75,0,29.03,8,13
-8,49,0,29.98,10,0
-8,46,0,30.24,10,3
-2,76,0.02,30.06,7,8
-9,67,0,29.12,10,5
-7,66,0,29.98,6,0
0,45,0.07,29.72,10,10
-3,76,0,29.91,8,11
-4,69,0,28.77,4,0
-11,67,0,29.46,5,7
-6,46,0,28.91,10,13
-7,69,0,30.13,10,6
-14,45,0,30.14,10,3
-4,72,0,29.49,10,9
1,50,0,30.43,10,3
-8,53,0,30.42,10,5
-3,61,0.02,29.12,10,13
-9,70,0,30.14,10,9
-6,50,0,30.43,10,3
-2,52,0,29.94,10,3
-5,58,0,30.15,10,10
-2,74,0,29.36,6,10
-1,51,0,30.01,9,6
-4,59,0,29.18,10,7
-9,49,0,30.01,10,3
0,73,0,29.57,10,14
-7,63,0,29.23,10,0
-6,31,0,25.55,10,5
-3,44,0,29.99,10,5
-9,44,0,29.99,10,5
-5,74,0,29,9,11
-9,44,0,29.58,10,7
-8,44,0,29.5,10,16
-9,66,0,29.08,10,9
-5,53,0.01,29.16,2.5,9
-4,36,0,25.75,10,6
-13,43,0,30.12,10,5
-8,50,0,30.43,10,3
-13,52,0,29.94,10,3
-6,50,0,30.43,10,3
0,73,0,30.19,10,3
-4,66,0,29.15,8,3
-1,47,0,29.96,10,6
-2,42,0,30.38,10,3
-3,45,0,30.39,10,3
-5,60,0,27.68,10,15
-8,41,0.06,29.21,2,20
-6,64,0,30.1,2,3
-5,67,0,29.84,10,7
-2,52,0,30.18,10,8
-6,36,0,25.63,10,5
-6,51,0,30.45,10,7
-4,67,0,29.46,5,7
-2,56,0,30.03,10,0
-6,75,0.05,30.09,10,11
-6,59,0,28.6,10,10
-2,59,0,28.97,10,5
-4,64,0,29.82,10,3
-5,58,0,29.98,10,8
11,69,0.02,29.71,10,9
0,47,0,29.32,9,7
1,76,0.05,30.07,10,13
-7,46,0,29.32,8,9
-2,60,0,30.27,10,11
-2,60,0.07,28.6,6,17
4,64,0,29.82,10,3
-5,68,0,28.95,10,13
-5,51,0,30.44,10,5
-16,68,0,28.95,10,13
-7,52,0,24.67,10,0
-5,51,0,29.22,9,6
-1,46,0,30.24,10,3
-4,75,0,29.03,8,13
109,76,0,29.85,10,13
-12,46,0,28.89,10,15
-8,56,0,28.77,6,8
-7,60,0,30.27,10,11
-10,52,0,30.41,10,6
0,45,0.33,29.07,2,16
-16,57,0,29.84,10,3
-3,46,0,28.91,10,13
-4,35,0.01,28.57,6,15
0,66,0,29.14,10,3
-7,65,0,30.2,3,3
-10,51,0,30.43,10,8
-4,47,0,30.27,10,3
-11,70,0,30.01,10,3
-5,60,0,30.27,10,11
530,72,0,30.02,10,6
19,66,0,29.47,10,3
-3,53,0,30,10,6
-6,60,0,27.68,10,15
30,72,0,30.1,10,9
3,67,0,30.22,7,0
-5,53,0,29.98,10,6
0,61,0,27.7,10,23
-1,72,0,30.16,10,3
-2,30,0,25.57,10,7
-14,56,0,27.28,10,5
-7,69,0,28.97,10,16
-10,51,0,30.01,9,6
-3,43,0,29.87,9,0
-2,57,0,30.19,9,11
-4,72,0,30.16,10,3
-9,64,0,29.82,10,3
38,71,0,30.08,10,6
-3,69,0,29.06,10,17
-1,75,0,29.89,8,10
-4,62,0.04,29.53,8,7
-3,58,0,30.18,9,11
-3,51,0,30.01,9,6
191,67,0,29.46,5,7
-6,42,0,27.53,10,8
-7,43,0,26.88,10,5
-3,62,0,30.01,10,6
-2,64,0,30.1,2,3
-5,44,0,29.99,10,5
-10,76,0,30,10,7
43,44,0,30.19,10,0
7,55,0,30.03,10,10
31,71,0,29.91,0.75,7
-10,36,0,25.63,10,5
-2,69,0,30.13,10,6
-7,52,0,29.94,10,3
0,67,0,29.46,5,7
-5,48,0.02,29.03,5,14
-6,50,0.17,29.04,3,9
-7,37,0,28.78,10,8
-7,57,0,30.19,9,11
-6,51,0,30.01,9,6
-6,71,0,30.08,10,6
-2,73,0,30.19,10,3
-6,69,0,29.49,7,8
-8,66,0,29.08,10,9
-4,74,0,29.25,8,11
-9,67,0,29.02,10,8
0,67,0,29.46,5,7
-6,61,0,29.67,9,0
-2,66,0,29.08,10,9
-11,52,0,29.82,10,0
-3,44,0,28.7,10,14
-2,74,0,30.09,10,10
25,60,0,30.28,10,11
41,47,0,29.96,10,6
-18,37,0.02,28.61,10,13
-2,61,0,29.67,9,0
-4,52,0,30.41,10,6
-5,51,0,30.44,10,5
-1,76,0.05,30.07,10,13
-3,78,0,29.68,9,14
-3,44,0,29.5,10,16
-10,51,0,29.22,9,6
-2,53,0.01,29.16,2.5,9
-9,63,0,29.23,10,0
80,45,0.33,29.07,2,16
0,70,0,29.58,10,9
-8,42,0,30.38,10,3
-8,43,0.03,29.23,10,7
-7,42,0,30.11,10,6
-10,39,0,30.22,10,9
-3,39,0,29.1,10,9
-6,52,0,29.82,10,0
-1,69,0,29.18,7,7
4,54,0,30.37,10,11
-6,66,0,29.14,10,3
-7,69,0,29.06,10,17
-4,45,0,29.62,10,6
-2,51,0,26.98,10,0
-7,45,0.33,29.07,2,16
-3,49,0.02,29.02,4,15
-7,48,0.02,29.02,4,13
-7,66,0,30.03,7,3
98,76,0,29.35,6,7
-3,61,0.05,28.51,10,24
-5,53,0,30,10,6
-1,37,0.04,28.28,8,15
-4,51,0,30.44,10,5
-4,46,0,29.32,8,9
292,42,0,28.48,10,8
-3,58,0,29.65,10,3
9,46,0,29.58,10,8
-1,62,0.01,29.21,10,8
-1,76,0.02,30.08,10,13
-12,61,0,29.67,9,0
1,51,0,30.44,10,5
-1,72,0,29.99,5,8
-5,53,0,28.82,0.25,3
-10,44,0,28.68,10,3
0,73,0,30.19,10,3
-4,43,0,26.88,10,5
2,68,0,30.1,10,6
-3,67,0,28.7,10,6
-3,50,0,30.43,10,3
1,71,0,30.08,10,6
117,51,0,29.22,9,6
-1,66,0,29.47,10,3
-7,39,0,30.22,10,9
-4,53,0,29.98,10,6
-2,65,0,29.19,10,8
-1,74,0,29.48,10,15
84,59,0,28.6,10,14
22,44,0.14,29.93,3,8
0,77,0,30.07,10,8
-6,72,0,29.49,10,9
-3,72,0,29.49,10,9
-2,76,0,29.91,8,11
-2,75,0,30.01,10,6
-11,52,0,28.78,10,0
0,72,0,30.16,10,3
-4,53,0,30,10,6
-6,68,0,29.54,10,3
-4,61,0,29.67,9,0
-4,51,0,29.22,9,6
-6,72,0,30.03,10,8
-7,56,0.02,29.18,5,11
-6,48,0.04,29.2,10,7
-4,70,0,30.24,7,3
-1,61,0,29.13,10,0
62,72,0,29.49,10,9
-1,68,0,29.11,10,13
-3,72,0,30.03,10,8
-3,72,0,30.03,10,8
-7,70,0,30.14,10,9
0,74,0,29.25,8,11
-5,67,0,29.46,5,7
-7,68,0,29.44,10,9
0,34,0,24.43,4,0
-6,67,0,29.84,10,7
-10,49,0.02,29.09,6,5
-6,44,0,29.58,10,7
-3,74,0,29.25,8,11
-6,54,0,30.37,10,11
-11,43,0.03,29.29,10,14
-7,53,0,30.41,10,7
-3,46,0,29.32,8,9
1,62,0,29.2,10,8
-12,70,0,29.14,10,0
140,60,0.07,28.6,6,17
-3,74,0,29.25,8,11
-4,74,0,29.25,8,11
-4,53,0,28.84,0.25,5
-3,40,0,29.12,10,8
-1,63,0,27.59,10,11
-13,71,0,29.96,10,5
-4,69,0,28.97,10,16
-5,53,0,28.82,0.25,3
-7,51,0,30.01,9,6
-4,66,0,28.69,10,3
-3,39,0.01,28.94,4,16
-10,66,0,29.28,10,5
0,61,0,29.67,9,0
5,70,0,30.1,10,7
-4,74,0,29.35,10,11
-5,70,0,29.46,10,7
-10,53,0,30.41,10,7
0,71,0,30.08,10,6
-7,44,0,30.11,10,0
-10,64,0,29.82,10,3
11,72,0,30.1,10,9
9,45,0,28.97,8,5
7,73,0,30.19,10,3
-6,64,0,30.19,5,0
-6,72,0,30.16,10,3
147,71,0,28,6,8
-8,70,0,29.76,10,10
-2,53,0.01,29.16,2.5,9
-9,42,0,27.13,10,5
-6,52,0,28.52,7,7
-3,55,0,29.96,10,6
0,62,0.01,29.21,10,8
-5,72,0,30.1,10,9
0,60,0,29.99,10,0
-3,53,0.01,29.16,2.5,9
-2,60,0,25.96,10,5
-2,66,0,29.15,8,3
0,68,0,30.1,10,6
-2,64,0,29.82,10,3
1,73,0,30.19,10,3
0,52,0,28.5,8,8
-9,61,0.02,29.12,10,13
7,74,0,29.25,8,11
0,56,0,30.03,10,13
-5,28,0,23.66,10,0
-5,69,0,29.06,10,17
-4,76,0.02,30.08,10,13
-9,53,0,30.41,10,7
13,66,0,30.12,8,7
734,62,0.01,29.21,10,8
7,55,0,30.38,10,9
-7,71,0,30.08,10,6
1,68,0,29.11,10,13
-1,36,0,28.37,10,5
-5,34,0.01,28.57,9,20
-2,53,0,30.39,10,3
-8,69,0.02,29.71,10,9
-9,33,0,28.68,10,3
-5,51,0,30.01,9,6
-8,49,0.04,28.97,3,8
-3,40,0,29.12,10,8
-10,69,0,30.13,8,0
-3,74,0,29.25,8,11
-3,73,0.04,30.1,4,11
-6,38,0,29.13,10,8
-12,43,0,29.1,0.25,7
-3,60,0,30.28,10,11
-4,45,0.07,29.72,10,10
-4,51,0,30.43,10,8
15,54,0,30.37,10,11
-7,44,0,29.99,10,5
-4,69,0,30.09,10,6
271,63,0,29.17,9,8
-6,67,0,28.7,10,6
-2,57,0,30.19,9,11
88,46,0,29.58,10,8
-5,63,0.27,30.24,0.5,3
-2,69,0,29.06,10,17
-1,51,0,29.22,9,6
-5,63,0,30.12,0.25,6
-6,53,0,30,10,6
-3,62,0,30.01,10,6
-9,51,0,30.43,10,8
-7,75,0,30.01,10,6
-1,69,0,30.27,10,6
-4,74,0,29.39,7,8
-7,60,0,25.96,10,5
0,62,0,30.01,10,6
0,59,0.02,29.25,7,5
-6,61,0,27.7,10,23
4,71,0,30.08,10,6
-3,45,0,30.14,10,3
-6,64,0,29.21,10,9
-2,58,0,30.18,9,11
-7,,,,,
0,74,0,29.39,7,8
-9,48,0,29.24,1.5,0
-3,74,0,29.39,7,8
1,48,0,29.05,1.75,10
-3,60,0,30.27,10,11
-4,45,0,28.92,10,3
-3,67,0,30.05,4,0
-1,70,0,29.09,10,22
-7,71,0.16,30.05,10,7
-2,60,0,28.87,10,5
-3,51,0,29.04,3,8
2,77,0,29.37,7,9
0,76,0.02,30.08,10,13
34,72,0,29.49,10,9
-6,68,0,29.44,10,9
-5,70,0,29.09,10,22
-7,51,0,30.43,10,8
-8,57,0,30.19,9,11
-3,75,0,29.03,8,13
5,74,0,29.36,6,10
-1,60,0,25.96,10,5
-9,40,0,27.52,10,10
-5,75,0.05,30.09,10,11
0,72,0,29.53,10,10
0,60,0.07,28.6,6,17
-10,61,0,29.67,9,0
-4,60,0,29.96,10,0
-8,68,0,29.11,10,13
-3,66,0,29.14,10,3
-5,77,0,29.37,7,9
15,59,0,29.18,10,7
-1,61,0,28.99,10,3
-5,47,0,29.32,9,7
-6,66,0,29.15,8,3
-3,70,0,29.14,10,0
-4,40,0,29.12,10,8
23,49,0.02,29.09,6,5
54,47,0.15,29.05,2,18
-9,71,0,29.5,10,9
-11,60,0,30.28,10,11
-4,74,0,29.25,8,11
43,38,0,24.45,10,10
-4,81,0.02,29.62,10,16
-8,70,,30.26,10,0
26,59,0,29.66,10,6
-1,61,0,29.67,9,0
-5,76,0,29.84,10,10
-5,45,0.04,29.93,10,8
-4,72,0,30.03,10,8
-4,50,0.24,29.11,3,9
-11,68,0,29.11,10,13
-10,53,0,30.42,10,5
24,59,0,28.57,10,11
-6,63,0,30.12,0.25,6
-8,69,0,30.2,9,0
-13,51,0,30.43,10,8
-10,67,0,29.12,10,5
-7,72,0,29.07,10,14
-4,67,0,28.7,10,6
-15,48,0,29.25,5,10
-9,58,0,30.18,9,11
-6,62,0.02,29.11,10,13
6,71,0,30.08,10,6
-7,53,0,30.41,10,7
-4,68,0,29.54,10,3
-5,61,0,29.67,9,0
-1,54,0.02,28.97,3,3
-6,41,0,28.48,10,8
-8,57,0,30.19,9,11
-5,54,0.01,29.01,7,13
-9,45,0.01,30.17,8,5
-8,55,0,30.38,10,9
-6,53,0,29.98,10,6
-8,55,0,29.99,10,7
-2,64,0,29.21,10,9
-5,47,0,29.32,9,7
-3,60,0,29.99,10,0
-4,66,0,29.15,8,3
0,53,0,29.98,10,6
-7,36,0.01,29.31,10,18
-6,40,0,29.12,10,8
-6,41,0.06,29.21,2,20
0,66,0,29.14,10,3
-2,77,0,30.07,10,8
-12,65,0,30.2,3,3
-12,47,0,28.95,7,9
-1,52,0,24.7,10,3
74,38,0,29.13,4,8
-1,53,0.01,29.16,2.5,9
-12,71,0,28.96,7,21
-6,73,0,30.19,10,3
-5,52,0,29.94,10,3
-5,44,0,28.71,10,11
-8,45,0.04,29.93,10,8
0,52,0,28.52,7,7
-7,58,0,29.99,10,8
-2,66,0,28.69,10,3
-4,54,0,29.23,10,0
-3,60,0,29.99,10,0
1,36,0,28.34,10,5
-2,65,0,30.2,3,3
-7,51,0,30.01,9,6
-5,60,0,29.96,10,0
-2,60,0,28.87,10,5
-4,53,0.01,29.16,2.5,9
-10,50,0,30.43,10,3
-9,50,0,30.43,10,3
21,67,0,29.12,10,5
-1,56,0,30.03,10,0
2,53,0.03,29.16,6,3
-1,70,0,30.24,7,3
-10,45,0.07,29.26,10,9
-6,46,0,29.58,10,8
-6,69,0.02,29.71,10,9
-7,61,0,27.7,10,23
-12,53,0,28.84,0.25,5
-7,70,0,30.12,10,7
-4,62,0,30.01,10,6
-2,64,0.15,29.74,10,13
-6,44,0.14,29.93,3,8
-3,74,0,30.09,10,10
-7,51,0,30.45,10,7
-3,40,0,29.12,10,8
-4,53,0,30.41,10,7
-3,60,0,30.28,10,11
-6,46,0,29.4,10,3
-9,61,0,28.61,9,0
-6,69,0,30.13,8,0
5,61,0.02,29.12,10,13
-10,60,0,28.87,10,5
-3,73,0.04,30.1,4,11
-5,70,0,30.24,7,3
1,74,0,29.25,8,11
10,69,0,30.13,10,6
-6,60,0,29.99,10,0
-3,76,0,29.85,10,13
-4,63,0,30.25,0.25,3
8,60,0,29.99,10,0
-5,70,0,29.76,10,10
0,64,0,29.82,10,3
-11,53,0,30.41,10,7
-9,64,0,29.82,10,3
-4,51,0,30.43,10,8
19,66,0,29.14,10,3
-4,50,0.24,29.11,3,9
-6,56,0,30.03,10,0
-10,51,0,30.43,10,8
-2,49,0,30.01,10,3
-10,52,0,30.41,10,6
-7,69,0,29.06,10,17
618,56,0,30.03,10,13
-7,50,0,29.98,9,7
-1,72,0,30.15,10,8
-4,77,0,30.07,10,8
-1,49,0.02,29.09,6,5
-5,76,0,30.05,10,9
-7,71,0,29.91,0.75,7
9,77,0,29.58,10,14
-1,47,0,29.32,9,7
-5,58,0,30.18,9,11
-1,74,0,29.25,8,11
61,53,0,28.82,0.25,3
-4,62,0,30.01,10,6
-2,51,0,30.43,10,8
-5,31,0.02,29.81,10,9
1,53,0.03,29.16,6,3
-5,36,0,24.44,10,7
-6,62,0,30.01,10,6
-5,61,0,27.7,10,23
-2,40,0,27.52,10,10
-2,77,0,30.07,10,8
-6,67,0,29.48,3,8
-4,58,0,30.18,9,11
0,72,0,29.53,10,10
-7,52,0,24.7,10,3
-7,53,0,29.98,10,6
-1,54,0,29.23,10,0
-7,48,0,29.59,10,10
65,65,0,29.19,10,8
3,53,0,30,10,6
-2,36,0,24.44,10,7
-6,46,0,29.58,10,8
-4,56,0,28.85,7,3
1,66,0,29.15,8,3
-6,52,0,30.41,10,6
-10,73,0,29.93,10,17
-7,60,0,29.22,10,14
-9,51,0,30.44,10,5
0,67,0,29.34,9,7
-2,53,0.01,29.16,2.5,9
-4,67,0,29.34,9,7
5,43,0,29.1,0.25,7
-6,57,0,30.19,9,11
-3,55,0,29.96,10,6
-2,53,0,29.67,9,3
-5,70,0,29.58,10,9
-5,72,0,29.49,10,9
-3,69,0.03,30.29,10,0
-5,60,0,29.22,10,14
-6,71,0,28.66,10,9
-1,68,0,30.1,10,6
-5,73,0,30.19,10,3
-8,69,0,29.49,7,8
-4,47,0,29.32,9,7
-7,47,0,29.32,9,7
2,44,0,29.99,10,5
-6,60,0,30.28,10,11
-5,51,0,30.43,10,8
-10,40,0,29.12,10,8
12,61,0,29.67,9,0
-9,75,0,29.03,8,13
1,72,0,30.1,10,9
-9,60,0,30.28,10,11
-9,60,0,30.28,10,11
62,48,0,29.28,9,8
-6,74,0,29.25,8,11
-2,76,0,30.11,10,11
-2,72,0,29.49,10,9
-2,49,0.02,29.09,6,5
-5,52,0,30.41,10,6
-4,54,0,30.37,10,11
-8,58,0,29.99,10,8
3,77,0,29.37,7,9
-10,37,0,28.22,10,7
16,65,0,29.19,10,8
-4,64,0,30.1,2,3
-5,40,0,29.12,10,8
-10,42,0,28.49,10,9
24,67,0,29.49,10,7
21,51,0,30.44,10,5
-5,51,0,30.43,10,8
-7,53,0,28.86,0.25,5
-5,40,0,29.12,10,8
-10,66,0,29.08,10,9
-8,51,0,30.44,10,5
-7,67,0,30.22,7,0
-5,67,0,29.84,10,7
-5,57,0,29.66,10,3
-8,75,0,30.04,10,8
-8,54,0,29.23,10,0
-2,36,0,24.44,10,7
-1,39,0,25.79,10,6
3,53,0.01,29.16,2.5,9
6,67,0,28.7,10,6
-7,75,0,30.04,10,8
-6,66,0,29.15,8,3
-2,66,0,30.29,9,0
-8,62,0,30.01,10,6
-5,48,0,29.59,10,10
-15,60,0,30.27,10,11
0,74,0,30.01,7,9
-6,61,0,29.67,9,0
-1,76,0,30.11,10,11
-3,76,0.02,30.08,10,13
-3,61,0.02,29.12,10,13
50,58,0,30.18,9,11
-20,52,0,29.51,10,0
-8,51,0,30.44,10,5
1,51,0,30.44,10,5
