departure_delay,HourlyDryBulbTemperature_x,HourlyPrecipitation_x,HourlyStationPressure_x,HourlyVisibility_x,HourlyWindSpeed_x
0,50,0,30.43,10,3
0,50,0.24,29.11,3,9
-3,44,0,29.47,10,16
-5,71,0,25.99,10,8
-11,38,0,29.7,10,3
-8,40,0,27.52,10,10
0,67,0,28.7,10,6
-5,58,0,30.18,9,11
-6,64,0,30.19,5,0
-5,60,0,30.27,10,11
-6,66,0,29.14,10,3
-4,58,0,29.98,10,8
-2,36,0,25.63,10,5
2,75,0,29.89,8,10
64,51,0,30.45,10,7
-6,58,0,30.18,9,11
-2,54,0,30.37,10,11
-3,50,0,30.43,10,3
-3,61,0,27.7,10,23
-6,67,0,30.05,4,0
-10,61,0,28.02,9,0
68,43,0,29.1,0.25,7
2,58,0,29.65,10,3
-8,55,0,29.99,10,7
-4,69,0,29.06,10,17
-14,77,0,29.26,9,11
-13,58,0,28.54,0.12,3
22,61,0,28.99,10,3
-5,68,0,29.11,10,13
-20,60,0,30.28,10,11
-3,69,0,29.18,7,7
-12,70,0,29.14,10,0
-6,67,0,29.84,10,7
-2,53,0,30.41,10,7
-5,75,0,29.96,8,15
-5,64,0,30.1,2,3
-4,69,0,28.97,10,16
-7,62,0,30.01,10,6
-9,52,0,30.41,10,6
-11,60,0,30.28,10,11
-6,52,0,28.52,7,7
55,67,0,29.84,10,7
-11,78,0,29.79,10,17
0,61,0.05,28.51,10,24
-6,60,0,30.27,10,11
-1,69,0,30.2,9,0
-6,46,0,29.58,10,8
-10,69,0,29.73,10,8
-7,77,0,30.07,10,8
-3,63,0,30.12,0.25,6
-7,47,0,29.32,9,7
-1,74,0,29.25,8,11
-1,72,0,29.49,10,9
-3,75,0,29.03,8,13
-5,64,0.15,29.74,10,13
-2,66,0,29.26,10,5
-4,61,0,29.13,10,0
0,78,0,29.81,7,20
-2,60,0,28.87,10,5
-10,51,0,30.44,10,5
-2,79,0,30.01,10,13
41,67,0,29.84,10,7
23,71,0,29.75,10,16
-7,54,0,30.37,10,11
-6,37,0,25.77,10,8
-7,69,0,28.97,10,16
-6,48,0,30.41,10,0
-9,69,0,29.18,7,7
-5,79,0,29.7,8,16
-3,69,0.04,29.68,9,11
-8,65,0,29.45,10,0
-6,61,0,29.67,9,0
-3,57,0,30.02,10,5
-5,65,0,26.93,1.5,5
-8,50,0,30.01,10,5
-2,38,0,24.45,10,10
0,60,0,29.96,10,0
-5,76,0,29.91,8,11
12,48,0,29.59,10,10
-9,62,0,30.01,10,6
-6,51,0,30.44,10,5
2,60,0,29.96,10,0
-3,53,0.03,29.16,6,3
-8,42,0.03,28.96,6,13
1,38,0,24.45,10,10
-13,57,0,30.02,10,5
40,51,0,30.44,10,5
-7,46,0,28.93,7,3
-1,46,0,30.19,10,0
-1,77,0,29.37,7,9
-7,77,0,29.37,7,9
76,53,0,28.84,0.25,5
-4,47,0,29.32,9,7
2,70,0,29.09,10,22
21,76,0,30.11,10,11
-7,68,0,28.68,10,5
-6,48,0,29.59,10,10
-7,48,0,29.59,10,10
-2,36,0,24.44,10,7
0,69,0,30.2,9,0
-6,40,0,29.12,10,8
12,36,0,24.44,10,7
-5,55,0,29.96,10,6
-6,54,0,29.23,10,0
-5,54,0,29.23,10,0
-5,53,0,30,10,6
-2,69,0,29.18,7,7
5,78,0,29.92,9,11
-2,40,0,29.12,10,8
-3,59,0,29.18,10,7
-6,71,0,30.08,10,6
16,71,0,30.08,10,6
-10,42,0,27.13,10,5
-6,60,0,25.96,10,5
-2,68,0,29.54,10,3
-5,66,0,29.14,10,3
0,49,0,24.68,10,5
18,76,0.02,30.08,10,13
121,67,0,29.48,3,8
-5,51,0,30.44,10,5
-7,66,0,29.59,4,7
-5,71,0,29.91,0.75,7
-3,69,0,30.09,10,6
-3,64,0,30.19,5,0
-4,67,0,29.84,10,7
-4,48,0,29.28,9,8
-5,77,0,30.07,10,8
-9,78,0,30.03,10,7
-5,69,0,29.18,7,7
-1,74,0,29.25,8,11
2,68,0,29.11,10,13
-4,51,0,29.98,10,6
-7,74,0,29.25,8,11
-6,70,0,30.12,10,7
-2,42,0,29.08,0.25,9
-3,52,0,30.41,10,6
-4,53,0,30.42,10,5
-5,46,0,30.24,10,3
-2,46,0,29.32,8,9
-7,51,0,30.43,10,8
-14,60,0,30.28,10,11
-11,53,0,26.21,1,9
-6,77,0,29.37,7,9
-8,47,0.15,29.05,2,18
24,39,0.01,28.94,4,16
-5,61,0.02,29.1,10,16
-8,76,0.02,30.08,10,13
-3,51,0,30.44,10,5
-6,61,0.02,29.12,10,13
-1,73,0,30.19,10,3
-2,72,0,29.73,10,8
-3,68,0,29.11,10,13
-5,55,0,30.32,10,9
-11,54,0,29.23,10,0
-4,69,0,29.49,7,8
-9,49,0,30.39,10,0
-7,76,0,30.11,10,11
-2,58,0,30.04,10,3
8,49,0.02,29.09,6,5
-9,72,0,30.1,10,9
0,69,0,29.18,7,7
0,64,0.15,29.74,10,13
-5,65,0,29.19,10,8
-5,45,0,30.14,10,3
-3,71,0,29.56,10,3
-7,69,0,29.49,7,8
-6,32,0,22.48,1,10
-6,75,0.05,30.09,10,11
-8,69,0,30.2,9,0
-5,53,0,28.84,0.25,5
-4,68,0,29.11,10,13
-4,78,0.06,30.12,10,21
-7,78,0,29.86,10,11
-5,71,0,29.51,10,11
2,46,0,29.58,10,8
303,72,0,29.53,10,10
-12,56,0,30.03,10,0
-6,57,0,30.19,9,11
-7,57,0,29.66,10,3
-7,77,0,30.07,10,8
0,69,0,29.18,7,7
16,74,0,29.39,7,8
-4,49,0.02,29.09,6,5
-8,56,0,30.03,10,13
-7,70,0,29.49,10,8
-2,71,0,30.08,10,6
-5,34,0,27.12,10,3
-4,60,0,29.96,10,0
-9,68,0,29.11,10,13
-4,46,0,29.58,10,8
2,57,0,30.19,9,11
0,74,0,29.39,7,8
-3,72,0,30.16,10,3
-8,55,0,29.96,10,6
-1,67,0,29.84,10,7
22,53,0,30,10,6
3,56,0,30.03,10,0
1,75,0,29.39,8,9
-1,63,0,27.72,10,18
-5,78,0.05,30.09,10,10
-1,67,0,29.84,10,7
-2,69,0,29.49,7,8
29,51,0,30.44,10,5
0,44,0,29.99,10,5
-3,44,0,29.47,10,16
42,48,0,30.41,10,0
0,69,0,30.2,9,0
-3,72,0,29.49,10,9
22,48,0,29.28,9,8
-10,50,0,29.6,10,10
6,74,0,29.25,8,11
-7,46,0,30.24,10,3
-1,64,0,30.19,5,0
-8,69,0,29.49,7,8
-10,63,0,30.25,0.25,3
-5,72,0,30.1,10,9
-3,69,0,29.18,7,7
-9,51,0,30.45,10,7
-5,67,0,29.27,10,8
-4,73,0,29.21,8,13
-14,56,0,29.99,10,0
-9,51,0,30.43,10,8
-12,61,0,27.7,10,23
-1,78,0,29.86,10,11
5,47,0.15,29.05,2,18
-6,66,0,30.29,9,0
-6,70,0,29.14,10,0
-9,51,0,30.43,10,8
43,49,0.02,29.09,6,5
-8,51,0,30.43,10,8
-7,51,0,30.43,10,8
-6,49,0.02,29.09,6,5
-5,41,0,29.12,10,9
-6,61,0,29.67,9,0
-5,59,0,29.66,10,6
-5,68,0,29.11,10,13
-1,72,0,29.18,10,9
-2,51,0,30.43,10,8
-3,66,0,29.15,8,3
-3,40,0,29.12,10,8
-5,68,0,29.11,10,13
-13,51,0,30.44,10,5
-8,39,0,29.13,4,9
-4,72,0,30.16,10,3
-15,46,0,29.58,10,8
-11,65,0,29.6,1,8
-4,66,0,30.29,9,0
-10,53,0,30,10,6
-11,33,0,27.39,1.25,3
32,47,0,29.32,9,7
-1,54,0,30.37,10,11
-3,40,0,29.12,10,8
-4,40,0,29.12,10,8
12,72,0,29.53,10,10
0,71,0,30.08,10,6
-5,74,0,30.24,10,5
-5,56,0,28.85,7,3
-2,39,0,23.81,10,0
-7,51,0,30.43,10,8
-9,69,0,29.49,7,8
-8,69,0,29.49,7,8
-2,72,0,29.18,10,9
-14,36,0.01,28.38,10,6
-4,37,0.01,23.82,0.75,5
-2,63,0,27.72,10,18
0,60,0.07,28.6,6,17
0,74,0,29.75,10,13
-2,50,0,29.6,10,10
-3,61,0,27.7,10,23
0,66,0,29.15,8,3
-5,74,0,29.25,8,11
1,78,0.02,30.1,10,22
-10,39,0,29.15,10,6
-5,57,0,30.18,3,9
10,66,0,28.69,10,3
-7,53,0,29.98,10,6
13,53,0.03,29.16,6,3
7,72,0,29.99,5,8
-4,45,0.01,30.17,8,5
-8,32,0,22.48,1,10
-6,51,0,29.99,10,0
-9,52,0,29.33,9,6
-1,36,0,25.63,10,5
-3,54,0,30.37,10,11
-13,69,0,29.05,10,11
32,72,0,30.1,10,9
11,37,0,25.77,10,8
-1,44,0,29.5,10,16
-5,60,0,29.96,10,0
-5,70,0,29.09,10,22
-4,73,0,30.19,10,3
-8,51,0,29.99,10,0
-12,77,0,30.08,10,9
20,69,0,29.49,7,8
-9,60,0,28.87,10,5
0,72,0,30.1,10,9
-8,50,0.24,29.11,3,9
-11,60,0,30.28,10,11
-3,53,0.01,29.16,2.5,9
-5,58,0,30.18,9,11
10,73,0,29.23,8,11
-2,75,0,29.39,8,9
-6,44,0,29.99,10,5
-10,55,0.06,26.18,0,6
-1,63,0,30.12,0.25,6
-7,75,0,30.04,10,8
-7,50,0,29.6,10,10
-7,51,0,30.43,10,8
-1,45,0,30.39,10,3
0,59,0,28.6,10,14
0,63,0,29.2,10,6
-13,47,0,29.32,9,7
-12,75,0,29.15,10,7
-2,56,0,28.85,7,3
59,65,0,29.19,10,8
-8,67,0,29.49,10,7
-9,57,0,28.53,0.25,5
-4,71,0,29.56,10,3
-10,75,0.16,30.07,10,13
-1,45,0,28.88,10,5
0,69,0,29.49,7,8
-7,69,0,28.97,10,16
-5,45,0,30.39,10,3
-7,60,0,29.22,10,14
-5,49,0.02,29.09,6,5
0,74,0,29.25,8,11
-4,51,0,30.45,10,7
-4,76,0,30.18,10,7
14,72,0,29.49,10,9
-3,71,0,29.97,9,3
-6,70,0,28.72,10,6
-2,72,0,29.53,10,10
-1,59,0,29.18,10,7
-5,70,0,29.58,10,9
-3,68,0,29.54,10,3
-2,62,0,29.2,10,8
-5,40,0,27.52,10,10
32,67,0,29.48,3,8
-13,43,0,30.12,10,8
-9,70,0,29.09,10,22
-6,48,0,29.24,1.5,0
-1,53,0,29.11,10,7
22,60,0,28.54,10,14
-15,60,0,29.22,10,14
-4,47,0,29.32,9,7
-7,60,0,28.87,10,5
-2,69,0,30.27,10,6
13,60,0,28.79,7,7
-4,53,0,30.41,10,7
8,70,0,29.14,10,0
-7,69,0,29.73,10,8
-9,60,0,30.27,10,11
-2,74,0,29.99,7,3
-4,51,0,30.42,10,7
-5,56,0,29.67,9,3
-14,56,0,28.77,6,8
-6,65,0,29.19,10,8
-5,74,0,29.25,8,11
9,72,0,30.16,10,6
-4,72,0,30.1,10,9
-8,47,0,29.32,9,7
0,69,0,29.49,7,8
-3,55,0,26.56,10,7
-9,51,0,30.44,10,5
-6,52,0,30.41,10,6
-5,62,0.01,29.21,10,8
-9,50,0,30.43,10,3
-4,69,0,29.04,10,0
2,53,0,28.84,0.25,5
-5,71,0,29.84,10,9
75,46,0,29.58,10,8
-7,69,0,29.18,7,7
-2,46,0,29.58,10,8
-7,39,0,30.08,10,6
-10,64,0,25.98,10,5
-2,53,0,28.84,0.25,5
-4,58,0,29.23,10,0
-4,77,0,29.39,7,16
11,72,0,30.1,10,9
3,53,0,28.86,0.25,5
-12,46,0,29.58,10,8
-1,56,0,30.03,10,0
-9,50,0,30.43,10,3
-7,51,0,30.01,9,6
-4,54,0,30.4,10,7
0,36,0,24.44,10,7
-7,68,0,30.22,1,3
0,64,0,29.21,10,9
5,57,0,30.19,9,11
-13,47,0,27.52,10,7
8,55,0,30.38,10,9
-3,53,0.01,29.16,2.5,9
6,53,0,29.98,10,6
-2,71,0,30.08,10,6
-5,53,0,30,10,6
-6,60,0,27.68,10,15
-3,47,0,27.52,10,7
-7,78,0,29.92,9,11
-2,38,0,24.45,10,10
-1,46,0,29.58,10,8
-2,63,0,27.72,10,18
2,74,0,29.48,10,15
-2,60,0,27.68,10,15
-2,77,0,30.08,10,9
-1,62,0,30.01,10,6
95,53,0,30.41,10,7
-4,56,0,30.34,10,11
-3,66,0,29.15,8,3
-2,53,0.03,29.16,6,3
3,47,0,29.96,10,6
-1,72,0,29.49,10,9
-5,62,0,30.01,10,6
-8,60,0,28.87,10,5
-8,78,0,29.86,10,11
-10,68,0,30.22,1,3
-5,50,0,30.43,10,3
82,50,0,30.43,10,3
-3,72,0,29.49,10,9
-5,66,0,29.15,8,3
-5,74,0,29.48,10,15
-8,52,0,29.33,9,6
-4,75,0,29,9,14
0,69,0,29.18,7,7
-4,50,0.24,29.11,3,9
-7,50,0,30.01,10,5
-8,53,0,26.2,0.25,10
-4,74,0,30.22,10,3
29,51,0,29.25,9,7
-4,65,0,29.19,10,8
319,53,0,29.67,9,3
21,75,0,30.04,10,8
-8,61,0,29.67,9,0
0,66,0,29.15,8,3
3,67,0,29.48,3,8
-7,53,0,28.84,0.25,5
-7,39,0,25.79,10,6
9,72,0,30.16,10,3
-1,51,0,29.04,3,8
-3,50,0.24,29.11,3,9
-6,45,0.04,29.93,10,8
-4,60,0,29.68,10,6
-20,36,0.03,28.59,10,6
-7,65,0,29.19,10,8
-5,51,0,29.25,9,7
5,53,0,30.18,10,9
-3,53,0,30.41,10,7
-2,74,0,30.09,10,3
0,55,0,30.38,10,9
-2,57,0.01,28.97,4,11
-5,51,0,29.99,10,0
0,60,0,25.96,10,5
-4,69,0,29.18,7,7
-7,51,0,30.44,10,5
-11,52,0,30.43,10,9
405,61,0.05,28.51,10,24
0,69,0,29.49,7,8
-4,39,0,29.1,10,9
-8,78,0,29.86,10,11
-5,49,0.02,29.09,6,5
-4,46,0,28.93,7,3
30,51,0,30.45,10,7
-5,76,0,29.26,9,13
-7,50,0.24,29.11,3,9
-2,47,0,27.52,10,7
-7,60,0.07,28.6,6,17
5,73,0,29.93,6,8
0,36,0,24.44,10,7
-8,50,0,30.43,10,3
-4,71,0,29.93,5,8
17,51,0,30.43,10,8
-9,69,0,29.49,7,8
-3,38,0,24.45,10,10
-3,60,0,28.87,10,5
22,72,0,30.16,10,3
-2,58,0,30.04,10,3
1,73,0,30.19,10,3
-2,76,0,29.35,6,7
-4,60,0,30.28,10,11
-8,66,0,29.15,8,3
10,47,0,29.32,9,7
-1,46,0,30.09,10,5
-4,58,0,30.18,9,11
0,76,0,29.85,10,13
1,72,0,30.1,10,9
21,49,0.16,28.98,6,13
-2,63,0,29.99,10,3
147,38,0,26.43,10,3
-11,65,0,28.03,10,3
-7,71,0,29.71,10,9
-6,46,0,29.58,10,8
-5,50,0,29.6,10,10
-2,70,0,30.12,10,7
-14,60,0,27.68,10,15
-3,65,0,29.42,10,10
0,61,0,27.7,10,23
-2,68,0,29.11,10,13
-2,51,0,30.44,10,5
-4,74,0,29.39,7,8
-3,49,0.02,29.09,6,5
-5,55,0,29.96,10,6
-10,66,0,28.69,10,3
23,39,0.01,28.93,4,16
2,77,0.06,30.11,10,14
-5,75,0,29.03,8,13
-5,78,0,29.86,10,11
-5,70,0,30.24,7,3
-6,51,0,30.01,9,6
-7,74,0,30.11,10,8
-5,70,0,28.72,10,6
4,60,0,30.27,10,8
-9,34,0,25.3,10,0
-4,48,0,29.59,10,10
0,67,0,30.05,4,0
-7,40,0,29.12,10,8
-9,39,0,25.79,10,6
-4,52,0,29.94,10,3
-1,69,0,29.18,7,7
-6,57,0,29.03,10,5
1,66,0,29.15,8,3
-6,47,0,29.32,9,7
3,37,0,24.48,0.25,14
-8,50,0,29.6,10,10
0,73,0,30.19,10,3
23,48,0,30.41,10,0
-8,47,0,30.27,10,3
-11,56,0,30.03,10,0
-3,53,0.01,29.16,2.5,9
-5,51,0,30.43,10,8
-6,72,0,30.02,10,6
-8,74,0,30.24,10,5
-7,49,0.02,29.09,6,5
-6,78,0,29.86,10,11
24,74,0,29.25,8,11
0,68,0,30.1,10,6
0,65,0,29.19,10,8
-1,50,0,30.43,10,3
-1,76,0,29.32,8,10
-1,51,0,29.25,9,7
-9,53,0,30.42,10,5
-4,57,0,29.03,10,5
-8,52,0,30.41,10,6
-4,73,0.04,30.1,4,11
-6,51,0,30.43,10,8
43,76,0,29.82,10,11
-4,49,0.02,29.09,6,5
-5,69,0,29.49,7,8
-5,69,0,30.27,10,6
12,51,0,29.04,3,8
-9,70,0,29.09,10,22
-2,69,0,29.05,10,11
-6,42,0,30.11,10,6
-11,76,0.02,30.08,10,13
-7,69,0,29.49,7,8
-8,57,0,29.66,10,3
-8,69,0,29.49,7,8
-10,56,0,30.03,10,0
-4,44,0,29.99,10,5
8,65,0,29.19,10,8
-3,58,0,30.18,9,11
-8,62,0.01,29.21,10,8
57,54,0,30.37,10,11
4,74,0,29.25,8,11
-8,60,0,29.68,10,6
135,59,0,28.6,10,10
-9,44,0,30.19,10,0
6,70,0,29.09,10,22
-7,47,0,30.27,10,3
-15,48,0,29.83,10,0
-2,69,0,29.18,7,7
-6,69,0,29.18,7,7
-3,47,0,29.32,9,7
-9,75,0,30.04,10,8
-4,75,0,30.04,10,8
4,54,0,30.37,10,11
-4,76,0.02,30.08,10,13
-1,48,0,29.28,9,8
-3,69,0.02,29.71,10,9
-6,71,0,30.08,10,6
-5,64,0.15,29.74,10,13
-10,45,0.01,29.43,10,16
-2,60,0,30.28,10,11
-9,52,0,30.41,10,6
-2,69,0,29.18,7,7
-8,42,0.03,28.96,6,13
-11,69,0,28.97,10,16
-7,78,0,29.86,10,11
-4,60,0,29.68,10,6
0,69,0,29.88,10,9
-2,75,0,30.26,10,3
-4,67,0,29.84,10,7
-4,39,0,28.67,10,0
-4,47,0.15,29.05,2,18
-11,48,0,29.28,9,8
257,50,0.24,29.11,3,9
-9,50,0,29.6,10,10
-2,46,0,28.89,10,15
-5,50,0,29.72,10,3
-2,42,0,27.13,10,5
-13,72,0,29.85,10,5
37,53,0,29.11,10,7
-13,51,0,30.43,10,8
-5,74,0,29.25,8,11
-11,41,0.06,29.2,2,17
28,69,0,29.18,7,7
-3,75,0.05,30.09,10,11
-3,37,0,24.48,0.25,14
-2,60,0,30.27,10,11
0,75,0,30.04,10,8
-8,55,0,30.38,10,9
-3,78,0,29.86,10,11
-6,60,0,25.96,10,5
-2,63,0,27.72,10,18
-8,46,0,30.24,10,3
5,73,0,30.19,10,3
-7,72,0,30.1,10,9
-8,73,0,30.27,10,6
-5,57,0,30.19,9,11
-6,47,0,29.32,9,7
-5,58,0,29.99,10,5
-1,72,0,30.16,10,3
-3,53,0,30.41,10,7
-11,46,0,29.32,8,9
-4,49,0,24.68,10,5
-9,75,0,30.04,10,8
-2,46,0.01,29.93,5,10
17,66,0,29.15,8,3
-6,69,0,29.49,7,8
-9,66,0,29.13,10,0
-8,44,0,30.19,10,0
12,75,0,29.39,8,9
-3,47,0,29.32,9,7
-10,59,0,28.6,10,14
-4,76,0,29.84,10,10
-8,73,0,30.19,10,3
-4,50,0.24,29.11,3,9
-3,73,0,30.19,10,3
-6,77,0,30.08,10,9
-7,42,0.03,28.96,6,13
-3,53,0.03,29.16,6,3
0,74,0,29.25,8,11
-1,78,0,29.86,10,11
-3,43,0,29.12,0.25,6
-8,78,0,29.86,10,11
-4,60,0,29.68,10,6
0,74,0,29.39,7,8
6,62,0.01,29.21,10,8
-3,53,0,30.42,10,5
-5,57,0,29.66,10,3
0,53,0,28.84,0.25,5
0,72,0,29.53,10,10
-6,50,0.24,29.11,3,9
-2,58,0,29.23,10,0
-12,55,0,29.99,10,10
-11,69,0,29.49,7,8
0,62,0.01,29.21,10,8
-11,60,0,29.22,10,14
39,72,0,30.1,10,9
-6,66,0,29.26,10,5
3,58,0,30.18,9,11
-6,51,0,30.01,9,6
-7,65,0,29.42,10,10
51,73,0,29.53,10,13
-6,47,0,30,10,0
-11,71,0,29.56,10,3
-7,74,0,29.25,8,11
-1,79,0,30.09,10,10
-6,78,0,29.86,10,11
-3,72,0,30.1,10,9
0,63,0,29.97,10,0
-2,74,0,29.48,10,15
-2,69,0,29.18,7,7
0,76,0.02,30.08,10,13
-8,53,0,29.33,9,5
-1,75,0.05,30.09,10,11
-3,43,0,29.1,0.25,7
-5,45,0,29.62,10,6
-3,75,0,29.03,8,13
-1,50,0.24,29.11,3,9
-10,69,0,29.49,7,8
0,53,0,30,10,6
-4,66,0,28.69,10,3
49,37,0,24.48,0.25,14
-6,42,0,30.38,10,3
-8,68,0,29.11,10,13
-6,76,0.02,30.08,10,13
-2,60,0,30.27,10,8
360,72,0,30.32,10,6
-12,68,0,29.44,10,9
-10,59,0,30.27,10,10
-4,60,0,29.22,10,14
-5,49,0.02,29.09,6,5
-1,51,0,30.45,10,0
0,48,0,29.24,1.5,0
-6,76,0,30.18,10,7
29,45,0,30.15,10,6
-3,62,0.01,29.21,10,8
-7,55,0,30.38,10,9
-4,47,0,30.39,10,3
-2,76,0,29.35,6,7
-4,72,0,29.49,10,9
-1,63,0,29.17,9,8
-7,46,0,30.19,10,0
-7,53,0,29.11,10,7
-10,75,0,30.01,10,6
-6,69,0,29.49,7,8
-7,51,0,30.44,10,5
-5,69,0,29.49,7,8
-5,66,0,29.15,8,3
-1,69,0,29.18,7,7
-4,50,0,29.98,9,7
-15,69,0,29.49,7,8
-7,47,0,29.32,9,7
-9,69,0,29.49,7,8
-6,69,0,30.2,9,0
-3,69,0,29.18,7,7
-8,70,0,30.24,7,3
3,64,0,29.82,10,3
139,47,0,29.68,10,14
-8,71,0,29.84,10,9
-2,69,0,29.49,7,8
0,46,0,29.58,10,8
-11,74,0,29.25,8,11
-8,70,0,29.1,10,15
-2,71,0,30.08,10,6
-4,60,0,30.27,10,8
-7,69,0,29.49,7,8
5,42,0,30.11,10,6
-4,67,0,29.34,9,7
739,55,0,29.99,10,10
-7,70,0,28.72,10,6
-8,53,0,30.41,10,7
-5,61,0,28.02,9,0
-14,67,0,29.84,10,7
-4,53,0,30.41,10,7
-7,37,0.01,23.81,0.12,6
-7,70,0,30.24,7,3
-1,50,0,30.43,10,3
-1,28.5,0,26.78,10,0
-5,67,0,29.48,3,8
-3,43,0,29.1,0.25,8
0,53,0,29.11,10,7
-2,54,0.02,29.16,5,8
-7,76,0.05,30.07,10,13
-9,47,0,30.39,10,3
-2,75,0.05,30.09,10,11
-8,72,0,30.1,10,9
-2,69,0,29.18,7,7
0,57,0,29.66,10,3
-7,77,0,29.37,7,9
-1,70,0,29.09,10,22
-5,67,0,29.84,10,7
-4,51,0,29.22,9,6
-10,47,0,30,10,0
-10,46,0,28.91,10,13
-9,51,0,30.43,10,8
-4,73,0,30.27,10,6
-5,68,0,29.11,10,13
-3,62,0.01,29.21,10,8
-5,73,0.04,30.1,4,11
-2,67,0,29.84,10,7
-2,70,0,29.09,10,22
-1,42,0,27.13,10,5
51,69,0,29.49,7,8
-2,53,0,28.82,0.25,3
-8,70,0,29.09,10,22
-8,78,0,29.86,10,11
-5,53,0,29.98,10,6
19,78,0,29.92,9,11
-5,53,0.01,29.16,2.5,9
-9,34,0,26.87,10,3
-6,64,0,30.12,0.25,3
-5,70,0,29.14,10,0
-3,49,0.02,29.02,4,15
-6,47,0,29.32,9,7
-9,69,0,30.2,9,0
-13,56,0,27.3,10,0
-6,38,0,29.7,10,3
-3,63,0,29.97,10,0
6,67,0,29.84,10,7
-6,51,0,30.43,10,8
-7,65,0,29.23,10,8
-1,76,0.05,30.07,10,13
-3,60,0,29.22,10,14
-3,65,0,29.19,10,8
-3,69,0,29.49,7,8
-8,67,0,29.84,10,7
-4,38,0,24.45,10,10
-11,58,0,30.04,10,3
-3,69,0,29.49,7,8
-5,58,0,29.99,10,5
-16,48,0,29.64,10,0
-5,53,0,29.98,10,6
-4,72,0,29.53,10,10
-4,44,0,29.99,10,5
-5,51,0,30.43,10,8
-7,51,0,30.43,10,8
2,69,0,29.18,7,7
-1,68,0,29.11,10,13
-3,58,0,30.04,10,3
-2,50,0.24,29.11,3,9
-1,39,0,25.79,10,6
-9,69,0,29.49,7,8
11,49,0.02,29.09,6,5
-12,44,0,29.5,10,16
-2,51,0,30.44,10,5
-4,69,0,29.04,10,0
